47," ,@sabreetheog lol girl you being a pusssy tonight and @theealexisjade is being a hater.... oooh i hate to see it",0,,
48," ,rt @evihhhe: #bangchan: oops, my heart went- https://t.co/zhabzqn6s9",1,,
49," ,@lostnolonger14 will be *cough* no longer alive but i shake my head at mom?!",0,,
50," ,rt @joeytaha3: @fazerug first video please  check it out https://t.co/qbab1atyut",0,,
51," ,rt @nicolette_shea: i am in vegas until further notice. during this quarantine, it gives us time to reflect, negotiate, learn, study, medit",0,,
52," ,rt @jinusenpai: miruko!voted for by my boys over on patreonif you like my art, consider checkin it out![https://t.co/h5w5br9un4] https:",0,,
53," ,rt @yungwatercycle: every hour",1,,
54," ,rt @30secfights: im posting this every time i see it idc  https://t.co/qaahsdkjwf",0,,
55," ,rt @joefreedomlove: 'a hump instead of a peak': fauci predicts gradual reduction in coronavirus cases https://t.co/0t6mz1c90w",1,,
56," ,rt @independent: ivanka trump accused of being tone-deaf with childcare advice during social distancing https://t.co/jor3gsirbb",1,,
57," ,rt @nrqsstna: girls, dont cry because of boys. yk we would look like a clown when we cry over someone who dont deserve our tears, its limit",1,,
58," ,rt @j_mendoza___: day 5 of quarantine with your family: https://t.co/ibdf9x6fjh",0,,
59," ,rt @julieoblenes: when i said i wanted free time away from work and school this is not what i meant",0,,
60," , the body achieveswhat the mind believes"" https://t.co/gtiljtppth",1,,
61," ,@barrrrrrr_ be like: https://t.co/2r0ouuxnif",1,,
62," ,rt @jvaljeanauthor: ""son or no son, if you're going to be my assistant, you're going to have to do everything that comes with the job!"" htt",0,,
63," ,rt @yungchente97: idk why latinas are complaining about this quarantine, i know damn well your parents got yall used to this kinda shit lol",1,,
64," ,rt @offsetmc: be with someone who never makes you question how they feel about you",1,,
65," ,rt @ghalling: person who was at state basketball tourney in yakima, wash., tests positive for covid-19. the latest coronavirus update from",1,,
66," ,rt @btseoulove: no one asked but here's a very short compilation of taehyung nose scrunchhttps://t.co/djymkq61vj",1,,
67," ,2 people followed me // automatically checked by https://t.co/nre4aa3ard",0,,
68," ,rt @melthedj: before &amp; after  https://t.co/y69p0uqv6r",1,,
69," ,rt @chinynaa: how to handle problems maturely:sit, listen then talk",1,,
70," ,rt @leftatlondon: this is my impression of eminem on march 17, 2020 https://t.co/rixd5onicd",0,,
71," ,rt @nobodybutnori_: i wonder if i own 25 properties. buy back the hood twitter is giving their tenants breaks on the rent right now. i ho",0,,
72," ,rt @trevwall: interviewing a bottle of hand sanitizer in 2020 https://t.co/rbr15arvj8",1,,
73," ,i've opened puppies faster than this!",1,,
74," ,rt @initiation: how are you gonna be in quarantine but still get ghosted on .",1,,
75," ,day 3 of guitar lessons w/ myself and yes po, malapit na kong sumuko hbshdsbsk chour 1/2",0,,
76," ,rt @adamserwer: im sure someone smarter about economics than me has said this better but: a recession after a recovery in which almost all",0,,
77," ,rt @hahadavis: living in the hood be like #hahadavis https://t.co/zt27mv6xce",0,,
78," ,@lunayunki i dont think ive ever done thrist tweets, i cant bring myself to it",0,,
79," ,@ahmad_leshaun @fierceniykee oh nah im done",0,,
80," ,rt @equinoxindltd: travel safely&amp;comfortably with the whole #family on your #outdoor summer adventures.equipped with passenger restraints/r",1,,
81," ,rt @karlawilson_: so corona virus, oprah got arrested for sex trafficking and amanda bynes is pregnant wtf is happening in 2020",1,,
82," ,cant wait to celebrate with yall about this tour a lil later",1,,
83," ,rt @ashseraka1: true but maybe women are not as brutal as men have been since ever ??",1,,
84," ,@redstateblonde @kengardner11 @thefactualprep yeah. last week people were either panicked or cavalier. this week almost everyone seems to be cautious but calmer.",1,,
85," ,1. he joined a contest to disprove the theory on spontaneous generation when he conducted his modified experiments from lazzaro spallanzanis beef broth.",1,,
86," ,rt @rev_mente: dear church twitterwe are doing our first livestreaming this coming saturday. check out our youtube channel at the stipul",1,,
87," ,i miss bts",0,,
88," ,rt @inmafeelingsss: im a girlfriend and a bro all in one",0,,
89," ,rt @kittyxkum: begging to be poundedhttps://t.co/y4m7qknagy https://t.co/rt0ovq2af2",1,,
90," ,@withcongress this shows you intolreance",1,,
91," ,rt @hellojed: painfully accurate. https://t.co/fuly8fjlus",1,,
92," ,@laurelinblaze fantasy? is there a cultural basis from which your setting draws inspiration?",0,,
93," ,rt @legitaff: first 222 retweets gets rougue spider codetag a friend and i will put you the first in the queue https://t.co/t2tomi7dmx",1,,
94," ,rt @teaandfacts123: someone is driving around playing the purge alarm during the quarantine https://t.co/hibmo5krac",1,,
95," ,bruh",1,,
96," ,i'm shopping for a new brother. i can't believe this.",0,,
97," ,rt @badluck_jones: little arabian horse, prancing around https://t.co/tlp9g4ag8m",1,,
98," ,rt @sutayxx: listening to the cheetah girls soundtrack and https://t.co/3ygnkdboms",0,,
99," ,@jonathanchait maybe someone should have told trump the coronavirus was coming via caravan?",1,,
100," ,rt @chuckwoolery: i am sick and tired of china. we invent it, they manufacture it. our enemy. who thought that was a good idea? i'll tell y",1,,
101," ,rt @thebimbamz: neptune##neptunia https://t.co/lugdmxapju",1,,
102," ,rt @simpdog: shit https://t.co/rzc0bvknxl",1,,
103," ,@jamescharles give me your brushes and ill cure the syphillis",0,,
104," ,i love the time we spent together. but she feels i wasted her time.",0,,
105," ,rt @weverseofficial: seventeen weverse opening celebration eventshare seventeen's pics &amp; gifs with the hashtag #svt_snapshoot!fans wh",1,,
106," ,@netanyahu love your neighbor as we love our selves or love ourselves as we love our neighbor",0,,
107," ,rt @maylbag: @cronycle 's coronadaily report:covid-19 - 17/03/20 ""we are at war""",0,,
108," ,rt @lesshumbleteej: what is going on with this google search fam",1,,
109," ,the ten minute nightmare is when you finally drift off only to slide immediately into a dream that feels long and complicated and rich and terrible but you wake up with a shock and ten minutes have passed",1,,
110," ,rt @gaping_holes: what would you do if you saw @igorlucios in the locker room?https://t.co/xfx9xvcfe8",0,,
111," ,good night. https://t.co/l0ttdegslm",1,,
112," ,on the bright side, my one job let me take home 3 bottles of wine",0,,
113," ,starting to lose the pregnancy weight  i would go somewhere to learn how to dance pow wow but too scared of the virus lol",0,,
114," ,rt @db2trendy: i dont got trust issues i got ive seen this type shit before issues and ill be damned if i go through it again..",0,,
115," ,my dad will be like ""i don't believe this but some people say..."" and then go off with coronavirus conspiracy theories. it's so embarrassing.",0,,
116," ,the show was good, but i get that you didnt like it,the show wasnt overhyped, it was only after the show got cancelled that people talked about how good it was",0,,
117," ,ice loss in antarctica and greenland increased sixfold in the last 30 years https://t.co/rr6tz5ggrv @21stscience #news",1,,
118," ,rt @myonlytaeger: ""first korean soloist..""""first korean ost in the history..""""first bts solo track..""""biggest opening for a korean soloi",1,,
119," ,rt @emtothea: can't believe the first covid celebrity death was vanessa hudgens' career",1,,
120," ,rt @teaandfacts123: someone is driving around playing the purge alarm during the quarantine https://t.co/hibmo5krac",1,,
121," ,@katirinkey30first impression: kiat huahuayour nickname in my head: katkatcloseness rating: 5 hihido i like you: kaaayoooyou are my: freeennnever had a crush on you: yass, u so kyuuut :&gt;should you post this too: yess",0,,
122," ,we're practicing ""social distancing"" at the big 2-4!#werestillhere https://t.co/e1fifxi8h7",0,,
123," ,even if oprah didnt do any of the things that shes accused, she actually did, and should be treated as such",1,,
124," ,rt @tvriqsdead: im fcking cryingggggg https://t.co/pkzkys85xq",0,,
125," ,rt @ericsshadow: were all gonna get so fat.",0,,
126," ,rt @askanshul: karnataka doctor who treated indias first causality in the coronavirus outbreak tests positive for virus.amidst all that'",1,,
127," ,@jonfavs we the people need potus bernie sanders.",1,,
128," ,@whiskeyfortae pepsi disgusting",1,,
129," ,rt @ddale8: this is quite an article about things the administration has not done. army corps of engineers statement: ""the us army corps of",1,,
130," ,rt @sunandavashisht: read this report and please tell me why this pandemic should not be called #chinavirus ?  https://t.co/hditv02ere",1,,
131," ,rt @rachelnotley: just in: quebec is providing $573 a week to workers who are being told to self-isolate due to #covid19.i am calling on",1,,
132," ,did anyone else notice that in randalls worst scenario, kevin and kates lives are better? kate got the family that she always wanted and kevin has the better relationship with their parents...randall is making it real hard for me to keep liking him right now #thisisus https://t.co/29h4tgo1ay",1,,
133," ,come and see l's live in #bigolive: #starhttps://t.co/mbn3xquuoa https://t.co/saykalwppf",1,,
134," ,rt @ckyhellion: leo varadkar covid-19 stream has me in tears https://t.co/edzg7chxvt",1,,
135," ,rt @oniinecowboy: i knew being schizophrenic would come in clutch some day lol good luck getting lonely during isolation baby i got people",0,,
136," ,@canthandlthis i... i dont know...",0,,
137," ,rt @sadityyyb: the type of intimacy that i want and have been waiting for.  https://t.co/zqgqd47si2",0,,
138," ,rt @liliscript: an appreciation post for this fanart account made for lisa.if you want cute edits,follow @pixliii#lisa # #blackpink",1,,
139," ,rt @squibnibs: amaterasu as an animal crossing villager#animalcrossing #animalcrossingnewhorizons #okami #nintendo #fanart https://t.c",1,,
140," ,i hate seeing them on my tl",0,,
141," ,oh ok so on top of a battle system theres a .....rhythm part.....but its 1 button and it has normal taps and holds, your score determines the story outcome throughout the rhythm part#twistedyukina https://t.co/ryuet4nuhi",1,,
142," ,rt @ygselect: remember 3rd full album rememberrepost @winnercity#winner # #3rdfullalbum #remember #mainposter #including12track",1,,
143," ,rt @imvikasyadav_: trending at no.20 let's make it no.1 fast#asimanshidebut https://t.co/esgnehyved",1,,
144," ,@pappusharma2911 ram ram",1,,
145," ,rt @bleacherreport: breaking: kevin durant has tested positive for the coronavirus, per @shamscharania https://t.co/lbxikivakq",1,,
146," ,rt @_xaivat: yall need to make this go viral!!! this police officer really tried to plant crack on him!!!",1,,
147," ,rt @melodia_muse: [ig update] nuest_official: behind the scenes of minhyun's elle x jo malone lavenderland photo shoot# #nuest #",1,,
148," ,omgfgg this is so funny i love xiaotang https://t.co/qw2jxv97km",0,,
149," ,good job mayor!",1,,
150," ,rt @kidfigment: silliest rabbit https://t.co/0bb9kgl5cu",1,,
151," ,rt @daddydanie12: coronavirus has to be a man the way he keeps fucking shit up",1,,
152," ,rt @rachelpatzerphd: my spouse is a physician in the emergency dept, and is actively treating #coronavirus patients. we just made the diffi",0,,
153," ,@xenoncarterfolk legosi and louis are just their fursonas",1,,
154," ,rt @darthmewwww: day 4 of quarantine https://t.co/t9dxosz2e6",1,,
155," ,rt @switflav: if you want to know whether someone likes you or not . try to make them laugh . if the laughter comes easy , the answer is l",1,,
156," ,rt @iatemuggles: yall working from home https://t.co/mt9hxbwm15",1,,
157," ,@jpbellum @jreubenciark i knew it!",0,,
158," ,rt @indiatoday: a cow urine-consumption programme was organised in north kolkata out of the belief that it will protect people from coronav",1,,
159," ,now i'm broken hearted",0,,
160," ,i need that right now!  https://t.co/v29hmwupry",0,,
161," ,@jaidenanimation  if you know then you know. https://t.co/w5cmdtpghc",0,,
162," ,rt @pooja_tripathii: because we need smiles during these timesthissmile-inducing clipof a kashmiri boy dancing in the snow. yup, he is",1,,
163," ,state government dey ask for give away? is this a parody account???",1,,
164," ,rt @ph_cabello: that's why we need to promote lisa more. we need to get her name out there more than it already is to prepare once they all",1,,
165," ,rt @gopleader: great news for seniors on medicare  you can now stay home and see any doctor licensed in your state using facetime, skype,",1,,
166," ,watching a movie about my life: a series of unfortunate events.",0,,
167," ,other supports #sameermalla #tarunshetty were the cutest with their performance. @sanjjanagalrani the surprise element here(long time no see appearance) few things i caught was dry batch, mare, negative.... (sensor)  go watch it right away! @dimmalaprasanth good plot line",1,,
168," ,duh maaf ya gue lg pusing byk pikiran into gapapa real quick even tho nothings righti dont know how to open up w somebody https://t.co/mn6vx4traw",1,,
169," ,rt @rover829: reuters: ""epidemics come and go, but we keep on the surveillance.""full story by @josianekouagheu @juliettejbk @aaronross6:",0,,
170," ,rt @juddapatow: look for the helpers.  be a helper. https://t.co/zpsxttlwtw",1,,
171," ,rt @andrew_lund: due to new rostering, today is the last #springst sitting day i get to spend alongside @brendandonohoe7 hes an incredible",1,,
172," ,rt @embryaa_: im aware of whats going on, but my mind has not fully processed the reality. its like my brain is in semi shock and honest",0,,
173," ,rt @wowowosh: undiagnosed adhd is like(sees a painting) i wanna make that(hears a song) i wanna make that(plays a video game) i wanna ma",0,,
174," ,rt @lewisiwu: just got off the phone with my mum who's come out of retirement to work at a hospital where 2 have died from the virus. says",0,,
175," ,rt @leftatlondon: this is my impression of eminem on march 17, 2020 https://t.co/rixd5onicd",0,,
176," ,rt @carolleonnig: real journalists provide facts to inform the public, not to lead them astray or put them in danger. https://t.co/ullm7rya",1,,
177," ,if anil nagpal  @ektarkapoor @muktadhond show us lollipop scenes of #preeran. r u fans going to tweet like u done previously of all  other romantic scenes or this time take stand n not advertise #kundalibhagya take a stand as viewers hate seeing blame of #preeta con @zee5shows",1,,
178," ,rt @lexp__: trump said people are dying that have never died before im fuckin crying",1,,
179," ,tomorrow my little turns a month.",0,,
180," ,@itsmalloryhagan @loveisblindshow girl im obsessed.",0,,
181," ,@1yjulio heard",0,,
182," ,@jjthefen its true!",1,,
183," ,@brettoshank taking everything good. soft drink will be next",1,,
184," ,rt @theeehottie: sharpay was always right about this rat being annoying https://t.co/toubuouozw",1,,
185," ,@rururaida perfection",1,,
186," ,rt @orgasm12in: new cum vid on this nice quaratined st.patricks nite..for sale 12$ #cashapp only title it #stpatricksday$jamalright dm me",0,,
187," ,rt @rellycooper: it took 7 niggas to hold me back the night mlk got shot, i was gonna handle that.",0,,
188," ,rt @darihananova: how we thought 2020 was gonna be vs how it is now https://t.co/mcdmhh1dix",1,,
189," ,i was in a high speed with my broski just me &amp; him just him &amp; me @_eltonnn",0,,
190," ,rt @melaniesdavis: the dnc had better watch the hell out in nov. if biden is the nominee, they are abt to understand how powerful indies of",1,,
191," ,rt @teamoffical14: the future belongs to those who believe in the beauty of their dreams.#asimanshidebut",1,,
192," ,darlington events for people with autism has 'amazing' debut https://t.co/s0azkmm9d2",1,,
193," ,good god",1,,
194," ,rt @caitiedelaney: its times like these you wish you were soooo much dumber than you are",1,,
195," ,rt @ryangrim: adjusted for population, the 1918 flu killed about 2.5 million americans. and much of it was driven by public officials who r",1,,
196," ,rt @kyhday: the reason why all of day6s songs are so title-track worthy is.. they treat every song they make as if it /will/ be the titl",1,,
197," ,@elliemarney same",1,,
198," ,would anyone want to join if i were to open a go for self-portrait?",0,,
199," ,@hokuto_revive amazon good !! i want too 10 000 yen wow  ;-)",0,,
200," ,rt @dianelangberg: from me to you during these uncertain times:  blessed . . . be the father of mercies and god of all comfort, who comfor",1,,
201," ,rt @tariqluthun: reminder: you're allowed to leave your housedon't go crazy y'all. all you have to do is not gather for a few weeks. it's",1,,
202," ,rt @frances02266094: @louis_tomlinson @columbiarecords @sonymusicglobal @harry_styles @syco @jefezoffok, enough. end this now. the fandom",1,,
203," ,please i love this song so much",0,,
204," ,@akreana_ @kaygenesis_art hit follow",1,,
205," ,rt @johnerckret: bored - twitterbroken - twittersad - twitterhappy - twitterhungry - twitterwalang kausap - twitterwalang kachat - tw",1,,
206," ,and this song is called scrawny motherfucker",1,,
207," ,@mxltivxgue fuck",1,,
208," ,rt @thouxanbanken: sanitize your phonesanitize your phonesanitize your phonesanitize your phone",1,,
209," ,@ashrafk76798129 @majorgauravarya haha i can see how desperate u to avoid this truth",0,,
210," ,rt @pretty_reyrey: no virus formed against me shall prosper",0,,
211," ,rt @chasegxx: does any girl wanna have a 30 day quarantine relationship with me?",0,,
212," ,@60fpsdrizzyy @astoryas_ @mintyez not even gonna participate in this argument. theyre hella toxic and i wasnt even playing with my real duo",0,,
213," ,rt @macktology101: when she look thru your faves every night so you fave shit on purpose to make her mad https://t.co/ztahybauyw",1,,
214," ,night job , boca raton .",1,,
215," ,oh god . i was so heartbroken for a second",0,,
216," ,rt @queermenow: muscle hunk jason collins (@masculinejason) fucks luke roman on str8chaser https://t.co/gkyfwp7qbl https://t.co/0lkhsalby3",1,,
217," ,rt @samadsaidwhaaat: true. i cannot panic shopping because i look at my bank account and i panic oredi.",0,,
218," ,@cfclark @nlqualls @dglaucomflecken yes!! it is things like this that shape our world! curious what it will look/sound/feel like...",1,,
219," ,@realitytea what a putz.",1,,
220," ,umm why is planet fitness still talking money out this month when everyone is stuck inside not allowed to even go to a gym",1,,
221," ,@chrissyteigen learn english and ur only relevant cus of john. ur a plebian like the rest get off ur high horse ugly woman",1,,
222," ,rt @definitelychico: yes friends we can stop this virus together and all we need to do is ...dance! https://t.co/uslp1hb8di",1,,
223," ,rt @jrbachman: @inevitable_et true story. my source from verizon: ""i just received a letter from verizon allowing me on the roads. im to s",0,,
224," ,rt @jhsjoonie: run era truly hits different https://t.co/hf9q9o1oux",1,,
225," ,rt @seoflwr: johnny really learned how to do a boomerang ugh the growth https://t.co/j8kqdxelqe",0,,
226," ,rt @watchchad: im ashamed. ive often warned about those that claim to be conservatives but live dependent on the government tit. as soon",0,,
227," ,rt @tulsigabbard: yes. this is exactly what my resolution (h.res.897) calls for.  we need direct assistance for every american now.  people",0,,
228," ,@andrewmercado @patrickmoore14 @kitjoegia @michaelfairman there are some good new modern series like #fued #americanhorrorstory i really enjoyed these shows though cant say i watch very much us content these days.",0,,
229," ,rt @shefvaidya: and then they whine when people say media has lost its credibility!",1,,
230," ,me when smptwt - jack https://t.co/kph9ivjaia",1,,
231," ,rt @kyledcfc7: tom huddlestone leaving keogh, bennett and lawrence in the joiners arms: https://t.co/vrlezobj1a",1,,
232," ,rt @lgbtqfc: donald trump is going to run on i gave everyone $5000 and like 20 million people who dont really follow politics at all are",1,,
233," ,@bts_twt i hope you all are fine, take care of yourself",0,,
234," ,@compoundboss have you seen the great awakening yet?it's pure machiavelli.",1,,
235," ,rt @imstuckontzu: #tzuyu: oops my heart went https://t.co/5za3eqbyqh",1,,
236," ,rt @katyaelisehenry: quarantine n chill?",1,,
237," ,rt @dfsparks: was anybody talking about all the concessions bernie needed to make to biden during those two weeks he was the presumptive no",1,,
238," ,ransomware: avoid becoming the next victim: the attack method becomes highly successful and the mechanism is still used widely by attackers. petya reared its ugly head in 2017, attacking... https://t.co/fj8xzlujat",1,,
239," ,rt @xratedfreak11: who can i do this to https://t.co/yxm6sb0cmd",0,,
240," ,rt @levicto: i hope that bat soup fuckin smacked",1,,
241," ,now playing on nam radio local: family by christen ball!   tune in now.   #namradiolocal  #namradioglobal #namradio #namplaylist",1,,
242," ,rt @ruma010: hi peepsi sell sport wears with free customization of letters.jersey-3.5kjoggers-4.5kclub polo shirt-4kshorts-3.5ktop",1,,
243," ,@fashionattick_ bitch gtfoh acting like a friendly hoe before you lose a friend. i let you be friendly enough and the shit is getting old",0,,
244," ,rt @bbthirteen1: sid and sana worked very hard for the song to fulfill our demand.they worked continuously 2 days , 2 nights and 1 morning",0,,
245," ,i just want a drink",0,,
246," ,rt @thewire_in: a retired senior official of the nec added, in the 40 years history of the nec, anjan gogoi must be the first retired sen",0,,
247," ,7 people followed me and one person unfollowed me // automatically checked by https://t.co/4jfhbeb4tc",0,,
248," ,rt @leovaradkar: in case you missed it, here is my full speech from tonight on #covid19. #wereinthistogetherhttps://t.co/s9hmgngj8l",0,,
249," ,rt @lauraleigh_xoxo: subscribe to my onlyfans to see more of my big huge tits!vip-https://t.co/rajzdnuvqdfree-https://t.co/dq4",0,,
250," ,@oprah it's so unfair when good people who happen to be famous get slandered like this!our libel laws are too weak!",1,,
251," ,the sweetener world tour started one year ago today!! march 18th 2019  https://t.co/8cnwdxokfp",1,,
252," ,rt @strandjunker: 1. trump denied the available who coronavirus test kit.2. the 12-week delay cost american lives.3. after this delay, os",1,,
253," ,@mrlapsy @haydar_aysha he didn't know y i left na",0,,
254," ,rt @meowjimi: the way jimin has his good boy smile :] on while doin that https://t.co/winrlgmjec",0,,
255," ,enough if this idiot...really.  payback is coming in november.",0,,
256," ,rt @bradleywhitford: i love you . https://t.co/bnwfygmiea",0,,
257," ,rt @symplysimi: blood might be thicker than water, but love is thicker than blood.",1,,
258," ,rt @saffiya_khan1: this was a very good question from @pestonit wasnt answered. at all.https://t.co/hcw1ubkccn",1,,
259," ,rt @kidmingyu: 200317 seventeen weverse theyre changing usernames hdkd (read bottom to top)(change u/n&gt;'wonwoo'): hello i'm jeon wonwoo",1,,
260," ,rt @triviaaseoul: remember that part in parasite where that storm came and flooded the poor familys home, while the rich family was compla",1,,
261," ,rt @jasonyanowitz:  stage 6:2 days later, it's announced that all (most) businesses are closed: bars, restaurants, shopping centers, a",1,,
262," ,@vordotcom too much of democracy leads the country no where. we can debate on this subject when we meet one on one. not on twitter.",1,,
263," ,rt @rustyd01: @sammimckean @jackiedp @loanchargeappg jackie, the concern over #loancharge amongst many cross party colleagues is overwhelmi",1,,
264," ,rt @chuwenjie: city downpour https://t.co/klouolp1et",1,,
265," ,@itsmerco  thankssss and obv we will hang out after that!! but also im gonna try to stick to irish timezone coz i got school still lol...",0,,
266," ,i hate feeling overwhelmed by my emotions..",0,,
267," ,@thelegendfonzi yeah it's been horrible, guess i'll just play fortnite :( because i'm not play warzone on console like i played a couple games and it was horrible for me",0,,
268," ,good morning #southafrica have a beautiful #wednesdaymorning #coffee #sugarfree #gosugarfree https://t.co/ym1cko2ist",1,,
269," ,yasuno you fat fix spit him out (v old pic) https://t.co/28kehehosy",0,,
270," ,rt @mnateshyamalan: i cant go because of coronavirus- whiny- boring- weakive sworn an oath of solitude til the blight is purged",0,,
271," ,@legxyy he should come and be our president abegghe has done more with fewer resources",0,,
272," ,rt @carpedonktum: i believe that president trump is doing absolutely everything he can to manage and defeat this virus.and i believe that",0,,
273," ,rt @jamesleebog02: oh shit, sarap  https://t.co/386c6cpkgv",1,,
274," ,no one else has been able to get in contact with him either",0,,
275," ,rt @ideboshree: ""whenever you see a successful person you only see the public glories, never the private sacrifices to reach them."" --vaibh",1,,
276," ,rt @_illxxst: this girl sitting here with a attitude cause i had sex with people before her",0,,
277," ,rt @erickfernandez: here is the clip of @danabashcnn praising trump because hes now screaming at reporters and going on absolute tantrums",1,,
278," ,rt @mollytolsky: pro-tip for couples suddenly working from home together: get yourselves an imaginary coworker to blame things on. in our a",1,,
279," ,@markzgf @jaemlngf @raesvk @raesuuk mark lee best boy",1,,
280," ,lmfao i misspelt empathy im so dumb akgsjshs",0,,
281," ,rt @1ricotyb: feel like if we tlk every min we aint gon have nun left to tlk about lol",0,,
282," ,rt @_skywakka: the second oneeeeee holy shit",1,,
283," ,rt @bbmaschart: #bbmasartist:@victon1109@ab6ix@officialbtob@txt_members-follow us to validate your vote",0,,
284," ,hi thermometer  give me good numbers please  https://t.co/aet1prmoum",0,,
285," ,have some morning hump day booty to help everyone through today x https://t.co/l1sllcucn8",1,,
286," ,rt @rapplerdotcom: 'we are talking about the potential damage to public health and a possible loss of lives,' says pasig city mayor vico so",1,,
287," ,rt @povchatgroup: most streamed female artists on global spotify (march 16; via @povchatgroup)1. @ygofficialblink 18.4m2. @loonatheworld",1,,
288," ,@breaking911 @thom4spaine cuz her account sent out a tweet? prove it, bro",0,,
289," ,rt @johnnylockson: me going to gamestop to pick up animal crossing new horizon https://t.co/hq9dlzrzrv",0,,
290," ,@chiragbarjatyaa which are the best apps or software for video editing ?",1,,
291," ,rt @michellcclark: and here we have a rare case of a creature being held accountable for the mess that it made https://t.co/0z6a9j3axw",1,,
292," ,@mine__35 amin",1,,
293," ,rt @taniyas59570359: how to enable dark theme in microsoft edge for ipad - https://t.co/tlcjs7zatw",1,,
294," ,rt @naval: in warfare, intelligence dominates firepower - it allows a combatant to concentrate forces only where needed.instant home test",1,,
295," ,rt @tensofdreams: yall remember tens reaction to: https://t.co/alhgcekucb",1,,
296," ,rt @_daminator: twitter fam i need yall now more than ever.  this isnt a scam nor a joke.  my mom and her sister were kidnapped while in",1,,
